鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖街131巷2弄1~30號,27.24,商,,,1050812,土地3建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851231,159.34,3,2,2,有,有,26100000,163801,坡道平面,42.24,0,價格含增建、獨立產權車位未包含在棟數,RPVNMLMJIILFFCA37CA
中山區,房地(土地+建物),臺北市中山區新生北路一段91~120號,19.68,商,,,1050815,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761217,126.91,3,2,2,有,有,20000000,157592,,0.0,0,,RPUQMLQLRHLFFCA98CA
中山區,房地(土地+建物),臺北市中山區中山北路一段61~90號,3.56,商,,,1050821,土地1建物1車位0,三層,十三層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0980327,40.03,1,1,1,有,有,8750000,218586,,0.0,0,含增建或未登記建物。,RPQRMLQLRHLFFCA68CA
內湖區,土地,潭美段四小段1~30地號,15.62,其他,,,1050913,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,32010,,0.0,0,(包含)公共設施保留地之交易。,RPXNMLTLRHLFFCA66CA
中山區,房地(土地+建物)+車位,臺北市中山區樂群三路271~300號,38.0,商,,,1050818,土地1建物1車位1,九層,十層,辦公商業大樓,商業用,鋼筋混凝土造,0981126,172.1,3,2,2,有,無,45580000,264846,坡道機械,0.0,0,,RPRNMLKLIILFFCA96CA
中山區,房地(土地+建物),臺北市中山區長安東路二段151~180號,7.03,商,,,1050816,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050411,83.53999999999999,0,0,0,無,有,24250000,290280,,0.0,0,,RPXPMLLLIILFFCA87CA
松山區,房地(土地+建物),臺北市松山區南京東路三段331~360號,11.26,其他,,,1050901,土地2建物1車位0,十二層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,0670120,93.92,1,1,0,有,有,17350000,184732,,0.0,0,,RPRNMLQLRHLFFDA48CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段372巷27弄1~30號,30.13,住,,,1050728,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.48,2,2,2,有,有,25000000,169515,坡道平面,0.0,0,,RPUPMLNLRHLFFDA68CA
松山區,房地(土地+建物)+車位,臺北市松山區延壽街330巷1~30號,23.3,住,,,1050818,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810309,112.88,3,2,2,有,有,22800000,201984,坡道平面,0.0,0,,RPOOMLTLRHLFFDA58CA
松山區,房地(土地+建物)+車位,臺北市松山區延壽街331~360號,57.96,住,,,1050910,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980320,211.53,3,2,2,有,有,12508727,59135,坡道平面,0.0,0,眷村改建配售眷戶,RPPNMLTLRHLFFDA58CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,16.07,住,,,991218,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,126.58,2,2,1,有,無,20450000,205315,坡道平面,38.91,2450000,本案為預售合約價格。,RPVOMLRLRHLFFDA09CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~480號,16.07,住,,,991205,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,126.61,2,2,1,有,無,20420000,202507,坡道平面,38.85,2650000,本案為預售合約價格。,RPXOMLRLRHLFFDA66CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~480號,28.76,住,,,1000420,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,201.51,3,2,2,有,無,33468500,191227,坡道平面,38.91,2375000,本案為預售合約價格。,RPQPMLRLRHLFFDA68CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~480號,30.31,住,,,991203,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,240.41,3,2,2,有,無,38300000,206040,坡道平面,77.82,4800000,1.本案為預售合約價格。2.二個車位無拆分單價。,RPTPMLRLRHLFFDA98CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~480號,12.72,住,,,1000225,土地1建物1車位1,一層,十五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1050411,105.03,0,0,0,無,無,27300000,380780,坡道平面,38.85,2100000,本案為預售合約價格。,RPUPMLRLRHLFFDA09CA
信義區,房地(土地+建物),臺北市信義區信義路六段76巷2弄31~60號,29.75,住,,,1050807,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,109.63,3,2,2,有,無,17000000,155067,,0.0,0,含增建或未登記建物。,RPXPMLQLRHLFFDA66CA
松山區,房地(土地+建物),臺北市松山區新東街31~60號,58.41,住,,,1050628,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720905,194.14999999999998,4,2,2,有,無,39500000,203451,,0.0,0,含增建或未登記建物。,RPTNMLKMRHLFFDA18CA
松山區,房地(土地+建物),臺北市松山區民生東路五段138巷1~30號,18.55,商,,,1050609,土地1建物1車位0,五層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.53999999999999,3,2,2,有,有,25200000,199147,,0.0,0,陽台外推,RPVOMLKMRHLFFDA48CA
松山區,房地(土地+建物)+車位,臺北市松山區慶城街1~30號,57.93,住,,,1030418,土地1建物1車位2,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041105,415.11,3,2,4,有,有,155000000,480741,坡道平面,104.34,5600000,,RPRQMLQJIILFFDA77CA
松山區,房地(土地+建物)+車位,臺北市松山區慶城街1~30號,70.65,住,,,1040115,土地1建物1車位3,十層，見其他登記事項,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041105,535.75,3,2,4,有,有,200000000,502057,坡道平面,156.51,9600000,,RPTQMLQJIILFFDA97CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路481~510號,16.07,住,,,991222,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,126.52,2,2,1,有,無,21900000,173109,坡道平面,38.85,0,本案為預售合約價格。,RPPNMLNJIILFFDA96CA
信義區,房地(土地+建物)+車位,臺北市信義區松德路151~180號,16.58,住,,,1050902,土地1建物2車位1,二十七層,三十層,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0820524,259.75,4,1,2,有,有,49000000,188636,坡道平面,0.0,0,,RPOPMLRJIILFFDA47CA
北投區,房地(土地+建物),臺北市北投區公?路121~150號,38.8,住,,,1050823,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750904,133.96,2,2,2,有,無,12800000,95551,,0.0,0,,RPRNMLNLRHLFFEA28CA
北投區,房地(土地+建物),臺北市北投區稻香路121~150號,43.95,住,,,1050910,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0970501,103.66,3,2,2,有,有,14500000,139880,,0.0,0,,RPUPMLQLRHLFFEA09CA
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路四段541~570號,31.96,商,,,1050902,土地30建物1車位1,十層,十三層,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,,351.81,17,0,0,有,有,93044237,264473,坡道平面,0.0,0,,RPXOMLOLIILFFDA18CA
北投區,房地(土地+建物),臺北市北投區行義路186巷26弄1~30號,19.98,住,,,1050822,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750116,109.16,3,2,2,有,無,12800000,117259,,0.0,0,含增建或未登記建物。,RPUQMLQLRHLFFEA56CA
士林區,房地(土地+建物),臺北市士林區福港街277巷10弄1~30號,24.82,住,,,1050818,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671019,74.92,3,2,1,有,無,8680000,115857,,0.0,0,含增建或未登記建物。,RPVQMLQLRHLFFEA66CA
士林區,房地(土地+建物)+車位,臺北市士林區通河東街二段1~30號,39.27,住,,,1050821,土地3建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680607,226.81,4,2,2,有,有,22200000,97884,坡道平面,0.0,0,價格含增建內含獨立產權車位，未包含在棟數內。本案車位面積無法概算。,RPWNMLKMRHLFFEA58CA
北投區,房地(土地+建物)+車位,臺北市北投區裕民六路1~30號,16.08,商,,,1050825,土地1建物1車位1,十層,二十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840828,175.36,3,2,2,有,有,30580000,174394,坡道平面,0.0,0,,RPTPMLNJIILFFEA67CA
北投區,房地(土地+建物),臺北市北投區立農街二段273巷1~30號,26.12,住,,,1050818,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680320,83.7,2,2,1,有,無,12910000,154241,,0.0,0,,RPXPMLRJIILFFEA48CA
北投區,房地(土地+建物),臺北市北投區石牌路二段315巷34弄1~30號,10.62,住,,,1050901,土地3建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830722,47.019999999999996,1,1,1,有,無,8350000,177584,,0.0,0,,RPQQMLRJIILFFEA87CA
北投區,房地(土地+建物)+車位,臺北市北投區富貴一路1~30號,39.31,住,,,1050811,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771118,265.81,4,2,3,有,有,35000000,131673,坡道平面,42.1,0,,RPPNMLKKIILFFEA86CA
士林區,房地(土地+建物),臺北市士林區延平北路五段83巷1~30號,19.5,住,,,1050708,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680228,52.1,3,1,1,有,無,7800000,149712,,0.0,0,權利人等2人                                                 含增建或未登記建物。,RPXOMLSKIILFFEA58CA
北投區,房地(土地+建物),臺北市北投區中央南路一段102巷1~30號,35.75,住,,,1050808,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0661019,104.34,3,2,1,有,無,6500000,62296,,0.0,0,二親等間買賣。,RPQNMLPKIILFFEA47CA
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路121~150號,141.14,其他,,,1050807,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030828,243.32999999999998,2,2,3,有,有,50000000,227273,坡道平面,35.21,2700000,,RPPQMLQJIILFFEA67CA
北投區,房地(土地+建物),臺北市北投區建民路29巷1弄1~30號,38.75,住,,,1050828,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640326,94.55,3,2,1,有,無,13500000,142782,,0.0,0,,RPPNMLPJIILFFEA27CA
北投區,房地(土地+建物),臺北市北投區同德街29巷1~30號,27.68,住,,,1050818,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700113,96.94,3,2,2,有,無,6813156,70282,,0.0,0,1.親友、員工或其他特殊關係間之交易。2.本不動產交易之地政士未在現場簽訂私契。,RPPQMLPJIILFFEA57CA
士林區,房地(土地+建物),臺北市士林區德行東路46巷5弄1~30號,57.0,住,,,1050831,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660216,133.6,3,2,2,有,有,23000000,172156,,0.0,0,,RPRQMLPJIILFFEA77CA
大安區,房地(土地+建物),臺北市大安區信義路二段31~60號,3.37,商,,,1050805,土地1建物1車位0,十層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990122,37.61,1,1,1,有,有,11800000,313746,,0.0,0,含增建或未登記建物。,RPPNMLQLRHLFFFA48CA
大安區,房地(土地+建物),臺北市大安區仁愛路四段211~240號,9.62,其他,,,1050808,土地2建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0670912,74.3,2,2,1,有,有,21600000,290713,,0.0,0,含增建或未登記建物。,RPOOMLNLRHLFFFA18CA
大安區,房地(土地+建物),臺北市大安區四維路198巷31弄1~30號,8.31,住,,,1050816,土地1建物1車位0,一層,十九層,店面(店鋪),商業用,鋼筋混凝土造,0740522,50.34,0,1,1,有,有,10500000,208582,,0.0,0,,RPQOMLNLRHLFFFA38CA
北投區,車位,臺北市北投區文林北路94巷31~60號,1.34,住,,,1050906,土地0建物0車位1,地下三層,十三層,其他,停車空間,鋼筋混凝土造,0991115,40.42,0,0,0,有,有,2150000,,坡道平面,14.4,2150000,,RPVOMLKLIILFFEA67CA
文山區,房地(土地+建物)+車位,臺北市文山區福興路78巷1弄1~30號,36.57,住,,,1050819,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870401,140.82999999999998,3,2,2,有,有,15200000,107932,坡道平面,0.0,0,,RPQNMLLJIILFFAA66DA
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段50巷10弄1~30號,30.64,住,,,1050903,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050129,149.49,3,2,1,有,有,19100000,127768,坡道平面,41.13,0,,RPSNMLOLRHLFFAA18DA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段631~660號,7.54,其他,,,1050901,土地1建物1車位0,十五層,十八層,套房(1房1廳1衛),住家用,見其他登記事項,0991123,55.040000000000006,1,1,1,有,有,13080000,237645,,0.0,0,,RPQQMLNLRHLFFCA38DA
中山區,房地(土地+建物),臺北市中山區林森北路119巷61~90號,9.35,商,,,1050821,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0771216,78.51,2,2,2,有,有,14500000,184690,,0.0,0,,RPVNMLLJIILFFCA37DA
中山區,房地(土地+建物),臺北市中山區長春路361~390號,14.83,商,,,1050819,土地2建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,137.39,3,2,2,有,有,28080000,204382,,0.0,0,,RPSNMLLJIILFFCA07DA
松山區,房地(土地+建物)+車位,臺北市松山區健康路1~30號,32.2,住,,,1050808,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0860728,144.96,3,2,2,有,有,29300000,202125,坡道平面,0.0,0,,RPTNMLQLRHLFFDA78DA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段91巷37弄1~30號,28.28,住,,,1050821,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731215,105.24,3,2,2,有,無,13000000,123527,,0.0,0,,RPWQMLNJIILFFCA97DA
中山區,房地(土地+建物),臺北市中山區民生東路三段88巷1~30號,22.52,住,,,1050723,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0750314,110.89999999999999,2,2,2,有,無,21000000,189360,,0.0,0,,RPXOMLQJIILFFCA18DA
大安區,房地(土地+建物),臺北市大安區信義路三段121~150號,15.98,商,,,1050813,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,,125.83999999999999,1,1,1,有,無,31880000,253338,,0.0,0,,RPPNMLSJIILFFFA77DA
士林區,房地(土地+建物),臺北市士林區天母東路91巷1~30號,30.93,住,,,1050815,土地1建物1車位0,一層,五層,店面(店鋪),住家用,鋼筋混凝土造,0681018,106.11,1,1,1,有,無,27100000,255395,,0.0,0,,RPUNMLTLRHLFFEA66DA
士林區,房地(土地+建物),臺北市士林區天母東路31~60號,30.21,商,,,1050621,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751023,141.9,6,4,3,有,無,38000000,267794,,0.0,0,含增建或未登記建物,RPOOMLQLRHLFFEA48DA
大安區,房地(土地+建物),臺北市大安區通化街31~60號,11.02,商,,,1050801,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.7,2,2,1,有,有,16500000,215124,,0.0,0,,RPVOMLTLRHLFFFA96DA
大安區,房地(土地+建物),臺北市大安區樂業街151~180號,15.25,住,,,1050812,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730627,104.67,3,2,2,有,有,16000000,152861,,0.0,0,,RPQNMLPLRHLFFFA58DA
士林區,房地(土地+建物),臺北市士林區忠誠路二段91~120號,15.42,住,,,1050806,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750812,145.58,3,2,2,有,有,30300000,208133,,0.0,0,,RPORMLOJIILFFEA57DA
北投區,房地(土地+建物),臺北市北投區天母北路105巷15弄1~30號,12.29,住,,,1050821,土地1建物1車位0,十一層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840629,48.769999999999996,2,1,1,有,有,8460000,173467,,0.0,0,含增建或未登記建物。,RPQNMLSLRHLFFEA78DA
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段364巷31~60號,9.99,住,,,1050819,土地3建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0720901,49.489999999999995,1,1,1,有,有,11000000,222267,坡道平面,0.0,0,,RPTNMLPJIILFFDA67DA
南港區,房地(土地+建物),臺北市南港區玉成街211~240號,23.53,住,,,1050830,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721201,96.25999999999999,3,2,2,有,無,14200000,147517,,0.0,0,,RPQQMLPJIILFFDA67DA
大安區,車位,臺北市大安區和平東路二段311巷1~30號,0.03,商,,,1050821,土地0建物0車位1,一層,十一層,其他,商業用,鋼筋混凝土造,0870817,0.01,0,0,0,有,有,1500000,,塔式車位,0.01,1500000,,RPSOMLLKIILFFFA57DA
大安區,房地(土地+建物),臺北市大安區敦化南路二段331巷1~30號,28.01,其他,,,1050731,土地3建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,123.86,4,2,2,有,有,28500000,230098,,0.0,0,,RPWOMLPJIILFFFA28DA
中山區,房地(土地+建物),臺北市中山區龍江路179巷1~30號,12.9,住,,,1050815,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760803,62.75,2,1,1,有,無,11000000,175299,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVPMLLKIILFFCA67DA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路111巷1~30號,38.98,商,,,1050728,土地1建物1車位1,四層,十三層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0971217,198.01999999999998,2,2,2,有,有,36000000,181800,坡道平面,0.0,0,,RPTNMLMJIILFFCA27DA
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路241~270號,81.34,住,,,1050812,土地2建物1車位1,十二層，電梯樓梯間,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851115,160.06,3,2,1,有,有,23000000,143696,坡道平面,0.0,0,,RPQRMLOJIILFFCA57DA
信義區,土地,�祟M段一小段301~330地號,2.94,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,40522,13783,,0.0,0,,RPTPMLNJIILFFDA67DA
信義區,土地,�祟M段一小段301~330地號,2.94,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,40522,13783,,0.0,0,,RPUPMLNJIILFFDA77DA
信義區,土地,�祟M段一小段301~330地號,1.47,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,20261,13783,,0.0,0,,RPVPMLNJIILFFDA87DA
信義區,土地,�祟M段一小段301~330地號,1.47,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,20261,13783,,0.0,0,,RPWPMLNJIILFFDA97DA
信義區,土地,�祟M段一小段301~330地號,1.47,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,20261,13783,,0.0,0,,RPXPMLNJIILFFDA08DA
信義區,土地,�祟M段一小段301~330地號,0.37,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,5065,0,,0.0,0,,RPOQMLNJIILFFDA27DA
信義區,土地,�祟M段一小段301~330地號,0.37,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,5065,0,,0.0,0,,RPPQMLNJIILFFDA37DA
信義區,土地,�祟M段一小段301~330地號,0.37,其他,,,1050907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,5065,0,,0.0,0,,RPQQMLNJIILFFDA47DA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷27弄1~30號,28.91,住,,,1050901,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690612,76.74,3,0,3,有,無,15000000,195465,,0.0,0,,RPWQMLTLRHLFFCA96DA
萬華區,房地(土地+建物),臺北市萬華區成都路91~120號,2.21,商,,,1050910,土地3建物1車位0,四層,十二層,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0660907,25.87,1,1,1,有,有,2808000,108543,,0.0,0,,RPROMLRKIILFFBA67DA
中正區,房地(土地+建物),臺北市中正區和平西路一段61~90號,8.89,商,,,1050823,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0710225,122.21,3,2,2,有,有,24050000,196792,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLMKIILFFAA47DA
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路一段83巷1~30號,5.17,商,,,1050828,土地3建物1車位1,五層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980903,51.42,1,1,1,有,有,12940000,302549,升降機械,14.93,1900000,,RPRNMLLJIILFFAA76DA
文山區,房地(土地+建物)+車位,臺北市文山區三福街61~90號,38.44,住,,,1050819,土地1建物1車位2,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,355.68,3,3,3,有,有,45500000,127924,坡道平面,85.71,0,,RPRNMLMJIILFFAA86DA
文山區,房地(土地+建物)+車位,臺北市文山區萬壽路17巷1~30號,22.82,住,,,1050830,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020325,123.42999999999999,2,2,1,有,有,16550000,156267,坡道平面,30.32,2000000,,RPTOMLPJIILFFAA47DA
大安區,房地(土地+建物),臺北市大安區信義路四段31~60號,4.59,商,,,1050829,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,45.21,1,1,1,有,無,10250000,226720,,0.0,0,,RPROMLLKIILFFFA37CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,11.92,商,,,980720,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,114.7,2,2,1,有,有,14300000,144613,坡道平面,31.72,2300000,買賣價為預售屋價格,RPRNMLLLIILFFEA27CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,27.69,商,,,980730,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,231.87,3,2,2,有,有,27560000,129978,坡道平面,36.76,2200000,買賣價為預售屋價格,RPSNMLLLIILFFEA37CA
士林區,房地(土地+建物),臺北市士林區文林路541~570號,11.54,商,,,980722,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,82.98,2,2,1,有,有,10770000,129790,,0.0,0,買賣價為預售屋價格,RPUNMLLLIILFFEA57CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,27.69,商,,,980919,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,231.87,4,2,2,有,有,30640000,144739,坡道平面,36.76,2400000,買賣價為預售屋價格,RPVNMLLLIILFFEA67CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,30.19,商,,,980815,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,248.78,4,2,2,有,有,33100000,144798,坡道平面,36.76,2400000,買賣價為預售屋價格,RPWNMLLLIILFFEA77CA
大安區,房地(土地+建物)+車位,臺北市大安區大安路一段96巷1~30號,35.52,住,,,1050914,土地1建物2車位2,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900514,211.91,2,2,3,有,有,60000000,283139,升降機械,26.16,0,買賣價款給付方式，係以股款抵繳為之。,RPQOMLQLRHLFFFA68CA
北投區,房地(土地+建物),臺北市北投區泉源路31~60號,8.86,住,,,1050816,土地1建物1車位0,一層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0701021,42.96,1,1,1,有,無,3300000,76816,,0.0,0,,RPSQMLLLIILFFEA67CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,30.19,商,,,1050219,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,248.71,4,2,2,有,有,33110000,144838,坡道平面,36.68,2400000,買賣價為預售屋價格,RPPOMLOLIILFFEA47CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,11.92,商,,,980924,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,119.73,2,2,1,有,有,14550000,147644,坡道平面,36.76,2300000,買賣價為預售屋價格,RPROMLOLIILFFEA67CA
大安區,車位,臺北市大安區和平東路三段181~210號,0.52,住,,,1050913,土地0建物0車位1,地下二層,十四層,其他,停車空間,鋼筋混凝土造,0890626,33.120000000000005,0,0,0,有,有,2950000,,坡道平面,0.0,2950000,,RPQNMLKMRHLFFFA08CA
大安區,房地(土地+建物),臺北市大安區建國南路一段307巷1~30號,13.61,住,,,1050721,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750520,96.77,2,2,1,有,有,28000000,289376,,0.0,0,內含獨立產權公設，未包含在棟數內含增建或未登記建物。,RPSOMLQLRHLFFFA88CA
北投區,房地(土地+建物),臺北市北投區復興一路31~60號,23.0,住,,,1050905,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0580612,60.56,2,1,2,有,無,6900000,113937,,0.0,0,,RPQQMLOJIILFFEA57CA
士林區,房地(土地+建物)+車位,臺北市士林區菁山路31~60號,88.64,其他,,,1050907,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980605,216.9,3,2,2,有,有,23000000,106040,坡道平面,40.76,0,,RPOOMLSKIILFFEA67CA
士林區,土地,菁山段一小段391~420地號,2576.61,其他,,,1050914,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32260000,12520,,0.0,0,含地上作物及未登記建物。,RPQOMLLKIILFFEA17CA
